capcode,discipline,region,location,description,remark
000803050,Brandweer,Noord- en Oost-Gelderland,Aalten,Blusgroep-2 & 3,
000803066,Brandweer,Noord- en Oost-Gelderland,,Monitorcode Achterhoek-Oost,
000803068,Brandweer,Noord- en Oost-Gelderland,Aalten,Meetploeg,
000803070,Brandweer,Noord- en Oost-Gelderland,Aalten,Monitorcode,
000803071,Brandweer,Noord- en Oost-Gelderland,Aalten,Monitorcode Gemeente,
000803072,Brandweer,Noord- en Oost-Gelderland,Aalten,Monitorcode Middel Incident,
000803083,Brandweer,Noord- en Oost-Gelderland,Dinxperlo,Bevelvoerders,
000803085,Brandweer,Noord- en Oost-Gelderland,Dinxperlo,Lichtkrant,
000803086,Brandweer,Noord- en Oost-Gelderland,Dinxperlo,Blusgroep,
000803110,Brandweer,Noord- en Oost-Gelderland,Dinxperlo,Monitorcode,
000803123,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Bevelvoerders,
000803125,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Lichtkrant,
000803126,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Blusgroep-1,
000803127,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Blusgroep-2,
000803128,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Blusgroep-3,
000803129,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Blusgroep-4,
000803130,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Blusgroep-5,
000803132,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Korpsalarm,
000803136,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Bemanning Hoogwerker,
000803137,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Hoogwerkgroep-1,
000803138,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Hoogwerkgroep-2,
000803139,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Hoogwerkgroep-3,
000803150,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Monitorcode,
000803151,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Monitorcode Gemeente,
000803152,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Monitorcode Middel Incident,
000803153,Brandweer,Noord- en Oost-Gelderland,Winterswijk,Monitorcode Groot Incident,
000803163,Brandweer,Noord- en Oost-Gelderland,Groenlo,Bevelvoerders,
000803165,Brandweer,Noord- en Oost-Gelderland,Groenlo,Lichtkrant,
000803166,Brandweer,Noord- en Oost-Gelderland,Groenlo,Blusgroep,
000803190,Brandweer,Noord- en Oost-Gelderland,Groenlo,Monitorcode,
000803191,Brandweer,Noord- en Oost-Gelderland,Groenlo,Monitorcode Gemeente,
000803203,Brandweer,Noord- en Oost-Gelderland,Lichtenvoorde,Bevelvoerders,
000803205,Brandweer,Noord- en Oost-Gelderland,Lichtenvoorde,Lichtkrant,
000803206,Brandweer,Noord- en Oost-Gelderland,Lichtenvoorde,Blusgroep-1,
000803207,Brandweer,Noord- en Oost-Gelderland,Lichtenvoorde,Blusgroep-2,
000803208,Brandweer,Noord- en Oost-Gelderland,Lichtenvoorde,Blusgroep-3,
000803210,Brandweer,Noord- en Oost-Gelderland,Lichtenvoorde,Monitorcode,
000803243,Brandweer,Noord- en Oost-Gelderland,Borculo,Bevelvoerders,
000803245,Brandweer,Noord- en Oost-Gelderland,Borculo,Lichtkrant,
000803246,Brandweer,Noord- en Oost-Gelderland,Borculo,Blusgroep-1,
000803247,Brandweer,Noord- en Oost-Gelderland,Borculo,Blusgroep-2,
000803253,Brandweer,Noord- en Oost-Gelderland,Borculo,Duikgroep,
000803270,Brandweer,Noord- en Oost-Gelderland,Borculo,Monitorcode,
000803271,Brandweer,Noord- en Oost-Gelderland,Berkelland,Monitorcode Gemeente,
000803272,Brandweer,Noord- en Oost-Gelderland,Borculo,Monitorcode Middel Incident,
000803281,Brandweer,Noord- en Oost-Gelderland,Eibergen,Postcoordinator,
000803283,Brandweer,Noord- en Oost-Gelderland,Eibergen,Bevelvoerders,
000803285,Brandweer,Noord- en Oost-Gelderland,Eibergen,Lichtkrant,
000803286,Brandweer,Noord- en Oost-Gelderland,Eibergen,Blusgroep-1,
000803287,Brandweer,Noord- en Oost-Gelderland,Eibergen,Blusgroep-2,
000803292,Brandweer,Noord- en Oost-Gelderland,Eibergen ,Alle blusploegen,
000803308,Brandweer,Noord- en Oost-Gelderland,Eibergen,Meetploeg,
000803310,Brandweer,Noord- en Oost-Gelderland,Eibergen,Monitorcode,
000803323,Brandweer,Noord- en Oost-Gelderland,Neede,Bevelvoerders,
000803325,Brandweer,Noord- en Oost-Gelderland,Neede,Lichtkrant,
000803326,Brandweer,Noord- en Oost-Gelderland,Neede,Blusgroep-1,
000803327,Brandweer,Noord- en Oost-Gelderland,Neede,Blusgroep-2,
000803350,Brandweer,Noord- en Oost-Gelderland,Neede,Monitorcode,
000803363,Brandweer,Noord- en Oost-Gelderland,Ruurlo,Bevelvoerders,
000803365,Brandweer,Noord- en Oost-Gelderland,Ruurlo,Lichtkrant,
000803366,Brandweer,Noord- en Oost-Gelderland,Ruurlo,Blusgroep-1,
000803367,Brandweer,Noord- en Oost-Gelderland,Ruurlo,Blusgroep-2,
000803388,Brandweer,Noord- en Oost-Gelderland,Ruurlo,Meetploeg,
000803390,Brandweer,Noord- en Oost-Gelderland,Ruurlo,Monitorcode,
000803403,Brandweer,Noord- en Oost-Gelderland,Gendringen,Bevelvoerders,
000803405,Brandweer,Noord- en Oost-Gelderland,Gendringen,Lichtkrant,
000803406,Brandweer,Noord- en Oost-Gelderland,Gendringen,Blusgroep-1,
000803407,Brandweer,Noord- en Oost-Gelderland,Gendringen,Blusgroep-2,
000803412,Brandweer,Noord- en Oost-Gelderland,Gendringen,Korpsalarm,
000803430,Brandweer,Noord- en Oost-Gelderland,Gendringen,Monitorcode,
000803431,Brandweer,Noord- en Oost-Gelderland,Gendringen,Monitorcode Gemeente,
000803432,Brandweer,Noord- en Oost-Gelderland,Gendringen,Monitorcode Middel Incident,
000803443,Brandweer,Noord- en Oost-Gelderland,Varsseveld,Bevelvoerders,
000803445,Brandweer,Noord- en Oost-Gelderland,Varsseveld,Lichtkrant,
000803446,Brandweer,Noord- en Oost-Gelderland,Varsseveld,Blusgroep,
000803455,Brandweer,Noord- en Oost-Gelderland,Varsseveld,Chauffeurs Haakarmvoertuig,
000803470,Brandweer,Noord- en Oost-Gelderland,Varsseveld,Monitorcode,
000803483,Brandweer,Noord- en Oost-Gelderland,Silvolde,Bevelvoerders,
000803485,Brandweer,Noord- en Oost-Gelderland,Silvolde,Lichtkrant,
000803486,Brandweer,Noord- en Oost-Gelderland,Silvolde,Blusgroep,
000803510,Brandweer,Noord- en Oost-Gelderland,Silvolde,Monitorcode,
000803523,Brandweer,Noord- en Oost-Gelderland,Didam,Bevelvoerders,
000803525,Brandweer,Noord- en Oost-Gelderland,Didam,Lichtkrant,
000803526,Brandweer,Noord- en Oost-Gelderland,Didam,Blusgroep-1,
000803527,Brandweer,Noord- en Oost-Gelderland,Didam,Blusgroep-2,
000803550,Brandweer,Noord- en Oost-Gelderland,Didam,Monitorcode,
000803561,Brandweer,Noord- en Oost-Gelderland,'s Heerenberg,Postcoordinator,
000803563,Brandweer,Noord- en Oost-Gelderland,'s Heerenberg,Bevelvoerders,
000803565,Brandweer,Noord- en Oost-Gelderland,'s Heerenberg,Lichtkrant,
000803566,Brandweer,Noord- en Oost-Gelderland,'s Heerenberg,Blusgroep-1,
000803567,Brandweer,Noord- en Oost-Gelderland,'s Heerenberg,Blusgroep-2,
000803572,Brandweer,Noord- en Oost-Gelderland,'s Heerenberg,Korpsalarm,
000803603,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Bevelvoerders,
000803605,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Lichtkrant,
000803606,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Blusgroep-1,
000803607,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Blusgroep-2,
000803608,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Blusgroep-3,
000803609,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Blusgroep-4,
000803610,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Bevelvoerders Kazerneploeg,
000803610,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Bevelvoerders Kazerneploeg,
000803611,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Kazerneploeg,
000803612,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Korpsalarm,
000803630,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Monitorcode,
000803631,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Monitorcode Gemeente,
000803632,Brandweer,Noord- en Oost-Gelderland,Doetinchem,Monitorcode Middel Incident,
000803643,Brandweer,Noord- en Oost-Gelderland,Wehl,Bevelvoerders,
000803645,Brandweer,Noord- en Oost-Gelderland,Wehl,Lichtkrant,
000803646,Brandweer,Noord- en Oost-Gelderland,Wehl,Blusgroep-1,
000803647,Brandweer,Noord- en Oost-Gelderland,Wehl,Blusgroep-2,
000803652,Brandweer,Noord- en Oost-Gelderland,Wehl,Korpsalarm,
000803670,Brandweer,Noord- en Oost-Gelderland,Wehl,Monitorcode,
000803683,Brandweer,Noord- en Oost-Gelderland,Steenderen,Bevelvoerders,
000803685,Brandweer,Noord- en Oost-Gelderland,Steenderen,Lichtkrant,
000803686,Brandweer,Noord- en Oost-Gelderland,Steenderen,Blusgroep,
000803710,Brandweer,Noord- en Oost-Gelderland,Steenderen,Monitorcode,
000803711,Brandweer,Noord- en Oost-Gelderland,Steenderen,Monitorcode Gemeente,
000803723,Brandweer,Noord- en Oost-Gelderland,Vorden,Bevelvoerders,
000803725,Brandweer,Noord- en Oost-Gelderland,Vorden,Lichtkrant,
000803726,Brandweer,Noord- en Oost-Gelderland,Vorden,Blusgroep-1,
000803729,Brandweer,Noord- en Oost-Gelderland,Vorden,Blusgroep-1 & 2,
000803730,Brandweer,Noord- en Oost-Gelderland,Vorden,Blusgroep-2 & 3,
000803731,Brandweer,Noord- en Oost-Gelderland,Vorden,Blusgroep-3 & 1,
000803732,Brandweer,Noord- en Oost-Gelderland,Vorden,Korpsalarm,
000803750,Brandweer,Noord- en Oost-Gelderland,Vorden,Monitorcode,
000803763,Brandweer,Noord- en Oost-Gelderland,Hengelo,Bevelvoerders,
000803765,Brandweer,Noord- en Oost-Gelderland,Hengelo,Lichtkrant,
000803766,Brandweer,Noord- en Oost-Gelderland,Hengelo,Blusgroep,
000803772,Brandweer,Noord- en Oost-Gelderland,Hengelo,Korpsalarm,
000803801,Brandweer,Noord- en Oost-Gelderland,Zelhem,Postcoordinator,
000803803,Brandweer,Noord- en Oost-Gelderland,Zelhem,Bevelvoerders,
000803805,Brandweer,Noord- en Oost-Gelderland,Zelhem,Lichtkrant,
000803806,Brandweer,Noord- en Oost-Gelderland,Zelhem,Blusgroep-1,
000803807,Brandweer,Noord- en Oost-Gelderland,Zelhem,Blusgroep-2,
000803812,Brandweer,Noord- en Oost-Gelderland,Zelhem,Korpsalarm,
000803828,Brandweer,Noord- en Oost-Gelderland,Zelhem,Meetploeg,
000803830,Brandweer,Noord- en Oost-Gelderland,Zelhem,Monitorcode,
000803841,Brandweer,Noord- en Oost-Gelderland,Lochem,Postcoordinator,
000803843,Brandweer,Noord- en Oost-Gelderland,Lochem,Bevelvoerders,
000803845,Brandweer,Noord- en Oost-Gelderland,Lochem,Lichtkrant,
000803846,Brandweer,Noord- en Oost-Gelderland,Lochem,Blusgroep-1,
000803847,Brandweer,Noord- en Oost-Gelderland,Lochem,Blusgroep-2,
000803848,Brandweer,Noord- en Oost-Gelderland,Lochem,Blusgroep-3,
000803855,Brandweer,Noord- en Oost-Gelderland,Lochem,Hulpverleningsgroep,
000803870,Brandweer,Noord- en Oost-Gelderland,Lochem,Monitorcode,
000803871,Brandweer,Noord- en Oost-Gelderland,Lochem,Monitorcode Gemeente,
000803883,Brandweer,Noord- en Oost-Gelderland,Barchem,Bevelvoerders,
000803885,Brandweer,Noord- en Oost-Gelderland,Barchem,Lichtkrant,
000803886,Brandweer,Noord- en Oost-Gelderland,Barchem,Blusgroep,
000803890,Brandweer,Noord- en Oost-Gelderland,Hengelo,Monitorcode,
000803910,Brandweer,Noord- en Oost-Gelderland,Barchem,Monitorcode,
000803923,Brandweer,Noord- en Oost-Gelderland,Laren,Bevelvoerders,
000803925,Brandweer,Noord- en Oost-Gelderland,Laren,Lichtkrant,
000803926,Brandweer,Noord- en Oost-Gelderland,Laren,Blusgroep,
000803950,Brandweer,Noord- en Oost-Gelderland,Laren,Monitorcode,
000803961,Brandweer,Noord- en Oost-Gelderland,Almen,Postcoordinator,
000803963,Brandweer,Noord- en Oost-Gelderland,Almen,Bevelvoerders,
000803965,Brandweer,Noord- en Oost-Gelderland,Almen,Lichtkrant,
000803966,Brandweer,Noord- en Oost-Gelderland,Almen,Blusgroep,
000803990,Brandweer,Noord- en Oost-Gelderland,Almen,Monitorcode,
000804003,Brandweer,Noord- en Oost-Gelderland,Gorssel,Bevelvoerders,
000804005,Brandweer,Noord- en Oost-Gelderland,Gorssel,Lichtkrant,
000804006,Brandweer,Noord- en Oost-Gelderland,Gorssel,Blusgroep-1,
000804007,Brandweer,Noord- en Oost-Gelderland,Gorssel,Blusgroep-2,
000804012,Brandweer,Noord- en Oost-Gelderland,Gorssel,Korpsalarm,
000804015,Brandweer,Noord- en Oost-Gelderland,Gorssel,Veetakel,
000804028,Brandweer,Noord- en Oost-Gelderland,Gorssel,Waarschuwings- en Verkenningsdienst (Meetgroep),WVD
000804030,Brandweer,Noord- en Oost-Gelderland,Gorssel,Monitorcode,
000804041,Brandweer,Noord- en Oost-Gelderland,Zutphen,Postcoordinator,
000804043,Brandweer,Noord- en Oost-Gelderland,Zutphen,Bevelvoerders,
000804045,Brandweer,Noord- en Oost-Gelderland,Zutphen,Lichtkrant,
000804046,Brandweer,Noord- en Oost-Gelderland,Zutphen,Blusgroep-1,
000804047,Brandweer,Noord- en Oost-Gelderland,Zutphen,Blusgroep-2,
000804048,Brandweer,Noord- en Oost-Gelderland,Zutphen,Blusgroep-3,
000804049,Brandweer,Noord- en Oost-Gelderland,Zutphen,Blusgroep-4,
000804050,Brandweer,Noord- en Oost-Gelderland,Zutphen,Kazerneploeg,
000804053,Brandweer,Noord- en Oost-Gelderland,Zutphen,Duikgroep,
000804055,Brandweer,Noord- en Oost-Gelderland,Zutphen,Hoogwerkergroep,
000804070,Brandweer,Noord- en Oost-Gelderland,Zutphen,Monitorcode,
000804071,Brandweer,Noord- en Oost-Gelderland,Zutphen,Monitorcode Gemeente,
000804083,Brandweer,Noord- en Oost-Gelderland,Brummen,Bevelvoerders,
000804085,Brandweer,Noord- en Oost-Gelderland,Brummen,Lichtkrant,
000804086,Brandweer,Noord- en Oost-Gelderland,Brummen,Blusgroep,
000804110,Brandweer,Noord- en Oost-Gelderland,Brummen,Monitorcode,
000804111,Brandweer,Noord- en Oost-Gelderland,Brummen,Monitorcode Gemeente,
000804112,Brandweer,Noord- en Oost-Gelderland,Brummen,Monitorcode Middel Incident,
000804123,Brandweer,Noord- en Oost-Gelderland,Eerbeek,Bevelvoerders,
000804125,Brandweer,Noord- en Oost-Gelderland,Eerbeek,Lichtkrant,
000804126,Brandweer,Noord- en Oost-Gelderland,Eerbeek,Blusgroep,
000804150,Brandweer,Noord- en Oost-Gelderland,Eerbeek,Monitorcode,
000804163,Brandweer,Noord- en Oost-Gelderland,Voorst,Bevelvoerders,
000804165,Brandweer,Noord- en Oost-Gelderland,Voorst,Lichtkrant,
000804166,Brandweer,Noord- en Oost-Gelderland,Voorst,Blusgroep,
000804190,Brandweer,Noord- en Oost-Gelderland,Voorst,Monitorcode,
000804191,Brandweer,Noord- en Oost-Gelderland,Voorst,Monitorcode Gemeente,
000804203,Brandweer,Noord- en Oost-Gelderland,Terwolde,Bevelvoerders,
000804205,Brandweer,Noord- en Oost-Gelderland,Terwolde,Lichtkrant,
000804206,Brandweer,Noord- en Oost-Gelderland,Terwolde,Blusgroep,
000804230,Brandweer,Noord- en Oost-Gelderland,Terwolde,Monitorcode,
000804243,Brandweer,Noord- en Oost-Gelderland,Twello,Bevelvoerders,
000804245,Brandweer,Noord- en Oost-Gelderland,Twello,Lichtkrant,
000804246,Brandweer,Noord- en Oost-Gelderland,Twello,Blusgroep,
000804270,Brandweer,Noord- en Oost-Gelderland,Twello,Monitorcode,
000804283,Brandweer,Noord- en Oost-Gelderland,Oene,Bevelvoerders,
000804285,Brandweer,Noord- en Oost-Gelderland,Oene,Lichtkrant,
000804286,Brandweer,Noord- en Oost-Gelderland,Oene,Blusgroep,
000804310,Brandweer,Noord- en Oost-Gelderland,Oene,Monitorcode,
000804311,Brandweer,Noord- en Oost-Gelderland,Epe,Monitorcode Gemeente,
000804312,Brandweer,Noord- en Oost-Gelderland,Epe,Monitorcode Middel Incident,
000804323,Brandweer,Noord- en Oost-Gelderland,Vaassen,Bevelvoerders,
000804325,Brandweer,Noord- en Oost-Gelderland,Vaassen,Lichtkrant,
000804326,Brandweer,Noord- en Oost-Gelderland,Vaassen,Blusgroep,
000804350,Brandweer,Noord- en Oost-Gelderland,Vaassen,Monitorcode,
000804363,Brandweer,Noord- en Oost-Gelderland,Epe,Bevelvoerders,
000804365,Brandweer,Noord- en Oost-Gelderland,Epe,Lichtkrant,
000804366,Brandweer,Noord- en Oost-Gelderland,Epe,Blusgroep,
000804375,Brandweer,Noord- en Oost-Gelderland,Epe,Hulpverleningsgroep,
000804390,Brandweer,Noord- en Oost-Gelderland,Epe,Monitorcode,
000804401,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Postcoordinator,
000804403,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Bevelvoerders Beroepsgroep,
000804405,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Lichtkrant,
000804406,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Beroepsgroep,
000804414,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Duikgroep,
000804415,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Chauffeurs Beroepsgroep,
000804425,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Herbezetting,
000804431,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Monitorcode Gemeente,
000804432,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Monitorcode Middel Incident,
000804483,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Wilmersdorf,Bevelvoerders,
000804485,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Wilmersdorf,Lichtkrant,
000804486,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Wilmersdorf,Blusgroep,
000804522,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Maten,Postalarm,
000804523,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Maten,Bevelvoerders,
000804525,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Maten,Lichtkrant,
000804526,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Maten,Blusgroep,
000804535,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Maten,Logistiekgroep,
000804550,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Maten,Monitorcode,
000804562,Brandweer,Noord- en Oost-Gelderland,Hoenderloo,Postalarm,
000804563,Brandweer,Noord- en Oost-Gelderland,Hoenderloo,Bevelvoerders,
000804565,Brandweer,Noord- en Oost-Gelderland,Hoenderloo,Lichtkrant,
000804566,Brandweer,Noord- en Oost-Gelderland,Hoenderloo,Blusgroep,
000804590,Brandweer,Noord- en Oost-Gelderland,Hoenderloo,Monitorcode,
000804602,Brandweer,Noord- en Oost-Gelderland,Hoog Soeren,Postalarm,
000804603,Brandweer,Noord- en Oost-Gelderland,Hoog Soeren,Bevelvoerders,
000804605,Brandweer,Noord- en Oost-Gelderland,Hoog Soeren,Lichtkrant,
000804606,Brandweer,Noord- en Oost-Gelderland,Hoog Soeren,Blusgroep,
000804642,Brandweer,Noord- en Oost-Gelderland,Loenen,Postalarm,
000804643,Brandweer,Noord- en Oost-Gelderland,Loenen,Bevelvoerders,
000804645,Brandweer,Noord- en Oost-Gelderland,Loenen,Lichtkrant,
000804646,Brandweer,Noord- en Oost-Gelderland,Loenen,Blusgroep,
000804670,Brandweer,Noord- en Oost-Gelderland,Loenen,Monitorcode,
000804683,Brandweer,Noord- en Oost-Gelderland,Uddel,Bevelvoerders,
000804685,Brandweer,Noord- en Oost-Gelderland,Uddel,Lichtkrant,
000804686,Brandweer,Noord- en Oost-Gelderland,Uddel,Blusgroep,
000804710,Brandweer,Noord- en Oost-Gelderland,Uddel,Monitorcode,
000804723,Brandweer,Noord- en Oost-Gelderland,Ugchelen,Bevelvoerders,
000804725,Brandweer,Noord- en Oost-Gelderland,Ugchelen,Lichtkrant,
000804726,Brandweer,Noord- en Oost-Gelderland,Ugchelen,Blusgroep,
000804750,Brandweer,Noord- en Oost-Gelderland,Ugchelen,Monitorcode,
000804762,Brandweer,Noord- en Oost-Gelderland,Klarenbeek,Postalarm,
000804763,Brandweer,Noord- en Oost-Gelderland,Klarenbeek,Bevelvoerders,
000804765,Brandweer,Noord- en Oost-Gelderland,Klarenbeek,Lichtkrant,
000804766,Brandweer,Noord- en Oost-Gelderland,Klarenbeek,Blusgroep,
000804790,Brandweer,Noord- en Oost-Gelderland,Klarenbeek,Monitorcode,
000804802,Brandweer,Noord- en Oost-Gelderland,Beekbergen,Postalarm,
000804803,Brandweer,Noord- en Oost-Gelderland,Beekbergen,Bevelvoerders,
000804805,Brandweer,Noord- en Oost-Gelderland,Beekbergen,Lichtkrant,
000804806,Brandweer,Noord- en Oost-Gelderland,Beekbergen,Blusgroep,
000804830,Brandweer,Noord- en Oost-Gelderland,Beekbergen,Monitorcode,
000804842,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Beemte,Postalarm,
000804843,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Beemte,Bevelvoerders,
000804845,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Beemte,Lichtkrant,
000804846,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Beemte,Blusgroep,
000804870,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-De Beemte,Monitorcode,
000804883,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Bevelvoerders Verzorgingsgroep,
000804885,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Lichtkrant Verzorgingsgroep,
000804886,Brandweer,Noord- en Oost-Gelderland,Apeldoorn-Hoofdpost,Verzorgingsgroep,
000804921,Brandweer,Noord- en Oost-Gelderland,Ermelo,Postcoordinator,
000804923,Brandweer,Noord- en Oost-Gelderland,Ermelo,Bevelvoerders,
000804925,Brandweer,Noord- en Oost-Gelderland,Ermelo,Lichtkrant,
000804926,Brandweer,Noord- en Oost-Gelderland,Ermelo,Blusgroep-1,
000804927,Brandweer,Noord- en Oost-Gelderland,Ermelo,Blusgroep-2,
000804932,Brandweer,Noord- en Oost-Gelderland,Ermelo,Korpsalarm,
000804935,Brandweer,Noord- en Oost-Gelderland,Ermelo,Hulpverleningsgroep,
000804950,Brandweer,Noord- en Oost-Gelderland,Ermelo,Monitorcode,
000804951,Brandweer,Noord- en Oost-Gelderland,Ermelo,Monitorcode Gemeente,
000804952,Brandweer,Noord- en Oost-Gelderland,Ermelo,Monitorcode Middel Incident,
000804963,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Bevelvoerders,
000804965,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Lichtkrant,
000804966,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Blusgroep-1,
000804967,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Blusgroep-2,
000804968,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Blusgroep-3,
000804972,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Korpsalarm,
000804973,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Duikgroep,
000804975,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Hoogwerkergroep-1,
000804976,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Hoogwerkergroep-2,
000804978,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Chauffeurs Haakarmvoertuig,
000804990,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Monitorcode,
000804991,Brandweer,Noord- en Oost-Gelderland,Harderwijk,Monitorcode Gemeente,
000805003,Brandweer,Noord- en Oost-Gelderland,Hierden,Bevelvoerders,
000805005,Brandweer,Noord- en Oost-Gelderland,Hierden,Lichtkrant,
000805006,Brandweer,Noord- en Oost-Gelderland,Hierden,Blusgroep,
000805030,Brandweer,Noord- en Oost-Gelderland,Hierden,Monitorcode,
000805043,Brandweer,Noord- en Oost-Gelderland,Wezep-Hattemerbroek,Bevelvoerders,
000805045,Brandweer,Noord- en Oost-Gelderland,Wezep-Hattemerbroek,Lichtkrant,
000805046,Brandweer,Noord- en Oost-Gelderland,Wezep-Hattemerbroek,Blusgroep,
000805070,Brandweer,Noord- en Oost-Gelderland,Wezep-Hattemerbroek,Monitorcode,
000805071,Brandweer,Noord- en Oost-Gelderland,Wezep-Hattemerbroek,Monitorcode Gemeente,
